7.010,19.000
7.030,5.000
7.050,8.000
7.070,4.000
7.090,6.000
7.110,1.000
7.130,1.000
7.150,0.000
7.170,0.000
7.190,0.000
7.210,0.000
7.230,0.000
7.250,0.000
7.270,0.000
7.290,0.000
7.310,0.000
7.330,0.000
7.350,0.000
7.370,0.000
7.390,0.000
7.410,0.000
7.430,0.000
7.450,0.000
7.470,0.000
7.490,0.000
7.510,0.000
7.530,0.000
7.550,0.000
7.570,0.000
7.590,0.000
7.610,0.000
7.630,0.000
7.650,0.000
7.670,0.000
7.690,0.000
7.710,0.000
7.730,0.000
7.750,0.000
7.770,0.000
7.790,0.000
7.810,0.000
7.830,0.000
7.850,0.000
7.870,0.000
7.890,0.000
7.910,0.000
7.930,0.000
7.950,0.000
7.970,0.000
7.990,0.000
8.010,0.000
8.030,0.000
8.050,0.000
8.070,0.000
8.090,0.000
8.110,0.000
8.130,0.000
8.150,0.000
8.170,0.000
8.190,0.000
8.210,0.000
8.230,0.000
8.250,0.000
8.270,0.000
8.290,0.000
8.310,0.000
8.330,0.000
8.350,0.000
8.370,0.000
8.390,0.000
8.410,0.000
8.430,0.000
8.450,0.000
8.470,0.000
8.490,0.000
8.510,0.000
8.530,0.000
8.550,0.000
8.570,0.000
8.590,0.000
8.610,0.000
8.630,0.000
8.650,0.000
8.670,0.000
8.690,0.000
8.710,0.000
8.730,0.000
8.750,0.000
8.770,0.000
8.790,0.000
8.810,0.000
8.830,0.000
8.850,0.000
8.870,0.000
8.890,0.000
8.910,0.000
8.930,0.000
8.950,0.000
8.970,0.000
8.990,0.000
9.010,0.000
9.030,0.000
9.050,0.000
9.070,0.000
9.090,0.000
9.110,0.000
9.130,0.000
9.150,0.000
9.170,0.000
9.190,0.000
9.210,0.000
9.230,0.000
9.250,0.000
9.270,0.000
9.290,0.000
9.310,0.000
9.330,0.000
9.350,0.000
9.370,0.000
9.390,0.000
9.410,0.000
9.430,0.000
9.450,0.000
9.470,0.000
9.490,0.000
9.510,0.000
9.530,0.000
9.550,0.000
9.570,0.000
9.590,0.000
9.610,0.000
9.630,0.000
9.650,0.000
9.670,0.000
9.690,0.000
9.710,0.000
9.730,0.000
9.750,0.000
9.770,0.000
9.790,0.000
9.810,0.000
9.830,0.000
9.850,0.000
9.870,0.000
9.890,0.000
9.910,0.000
9.930,0.000
9.950,0.000
9.970,0.000
9.990,0.000
